project_id,chain,token_address,pair_address,creator_address,creation_timestamp,rugpull_label,rugpull_type,source_dataset,collection_failed
DX_1996.0,ETH,0xb69f534d752c18cf37380d6b4f8e5e624c01c505,,,2020-02-19 00:10:55.691768826,1,Transaction Limitation,dianxiang_sun,True
DX_416.0,ETH,0x0e021fb2b6f69e78020922bbdb39deb1aae7cad4,,,2020-02-19 10:24:35.306479859,1,Transaction Limitation,dianxiang_sun,True
DX_834.0,ETH,0xf3e37055817d285d868b4094b737159edf7ad6cd,,,2020-02-20 06:51:54.535901926,1,Transaction Limitation,dianxiang_sun,True
DX_502.0,ETH,0x951d46d032f6a13b536ac35bc2f163e42dada041,,,2020-02-21 03:19:13.765323993,1,Transaction Limitation,dianxiang_sun,True
DX_2323.0,ETH,0xc1d73e148590b60ce9dd42d141f9b27bbad07879,,,2020-02-21 03:19:13.765323993,1,Transaction Limitation,dianxiang_sun,True
DX_110.0,ETH,0xb9a9786d3965a11b941af91eb674c31c5083a30a,,,2020-02-21 03:19:13.765323993,1,Fee,dianxiang_sun,True
DX_1616.0,ETH,0x59f854ef7fcb0d4035c28057c497334c43f0b8bd,,,2020-02-21 23:46:32.994746059,1,Transaction Limitation,dianxiang_sun,True
DX_1366.0,ETH,0x1d9d6296cb40b3ad2fc169e85427cabe81eec418,,,2020-02-21 23:46:32.994746059,1,Transaction Limitation,dianxiang_sun,True
DX_1572.0,ETH,0xe9344a419cc8acbb13d0cb8db0d13d61f7d6cafa,,,2020-02-22 20:13:52.224168126,1,Transaction Limitation,dianxiang_sun,True
DX_445.0,ETH,0x01bcc88d1b62e97f9bd6a058d1f442226a234ea3,,,2020-02-24 13:08:30.683012259,1,Transaction Limitation,dianxiang_sun,True
DX_1693.0,ETH,0xf3639fb3e390c1ea1fa4aa504a7c8e927d119ce9,,,2020-02-24 13:08:30.683012259,1,Transaction Limitation,dianxiang_sun,True
DX_956.0,ETH,0xe2c8eb0d8df27547523aa71b5153540bcff67473,,,2020-02-25 19:49:29.527145359,1,Transaction Limitation,dianxiang_sun,True
DX_169.0,ETH,0xff12840671687bee10cd1b775be58ac7a3942446,,,2020-02-26 16:16:48.756567425,1,Fee,dianxiang_sun,True
DX_173.0,ETH,0x35300bc6dda8db73ae50ddee454e2b6704bee1e6,,,2020-02-27 02:30:28.371278459,1,Fee,dianxiang_sun,True
DX_1384.0,ETH,0x9bde3934e2c24fd92a49b98bb430da257d80ecc7,,,2020-02-27 22:57:47.600700525,1,Transaction Limitation,dianxiang_sun,True
DX_2098.0,ETH,0x96830139e44251ddbe3d1c4c4110262b47cf6d34,,,2020-02-29 05:38:46.444833625,1,Transaction Limitation,dianxiang_sun,True
DX_589.0,ETH,0xd9a84fa6b014a307330f8af0bfa7f519f7604b81,,,2020-02-29 05:38:46.444833625,1,Transaction Limitation,dianxiang_sun,True
DX_1719.0,ETH,0x99f106c1cbe266613fbaf8bf5ef5c07d0e6d222f,,,2020-02-29 15:52:26.059544658,1,Transaction Limitation,dianxiang_sun,True
DX_350.0,ETH,0x6d3475a51ef25e210e7f2851ce4af528738a975a,,,2020-02-29 15:52:26.059544658,1,Transaction Limitation,dianxiang_sun,True
DX_653.0,ETH,0x540da267dec95da2094fd544a9d1251d4a1985d4,,,2020-03-01 22:33:24.903677758,1,Transaction Limitation,dianxiang_sun,True
DX_1804.0,ETH,0x9d03057eb2db305c0f7e86d2de30fb01f40655d0,,,2020-03-04 22:09:02.206654991,1,Transaction Limitation,dianxiang_sun,True
DX_2326.0,ETH,0x0e35f4f608d4a8fa560595db79cfda02d790777b,,,2020-03-04 22:09:02.206654991,1,Transaction Limitation,dianxiang_sun,True
DX_1219.0,ETH,0x7ee665c2265c9a6b2ac8b70c4f9811af72810cb1,,,2020-03-05 08:22:41.821366024,1,Transaction Limitation,dianxiang_sun,True
DX_990.0,ETH,0xd19ffe6831be59bfb2b1e8ac18192c81e29654a7,,,2020-03-06 04:50:01.050788091,1,Transaction Limitation,dianxiang_sun,True
DX_2299.0,ETH,0xaec8162438b83646518f3bf3a70b048979f81fab,,,2020-03-06 15:03:40.665499124,1,Transaction Limitation,dianxiang_sun,True
DX_1875.0,ETH,0x004ddea0b86fc5e7bc301667768ac186897c5825,,,2020-03-06 15:03:40.665499124,1,Transaction Limitation,dianxiang_sun,True
DX_1093.0,ETH,0x56976cc8da9c768640b746ef62e08297fef93b5a,,,2020-03-08 07:58:19.124343257,1,Transaction Limitation,dianxiang_sun,True
DX_2324.0,ETH,0x930dfbdc5e9f1984a8d87de29d6a79fbb2bb7b32,,,2020-03-10 21:20:16.812609457,1,Transaction Limitation,dianxiang_sun,True
DX_902.0,ETH,0xfd7391d280d0a75f428e82e81692776a3f9586ea,,,2020-03-11 07:33:56.427320490,1,Transaction Limitation,dianxiang_sun,True
DX_2274.0,ETH,0xbae339b730cb3a58eff2f2f2fa4af579332c3e1c,,,2020-03-11 17:47:36.042031523,1,Transaction Limitation,dianxiang_sun,True
DX_1843.0,ETH,0x3327bd9dd1f47a22816051ebeac4f21c86abcb63,,,2020-03-11 17:47:36.042031523,1,Transaction Limitation,dianxiang_sun,True
DX_178.0,ETH,0xb3cac6896f5b1e993744789f6ddcaac86114aff8,,,2020-03-12 04:01:15.656742557,1,Fee,dianxiang_sun,True
DX_25.0,ETH,0x765f0c16d1ddc279295c1a7c24b0883f62d33f75,,,2020-03-13 00:28:34.886164623,1,Destroy Token,dianxiang_sun,True
DX_21.0,ETH,0x99bc08db67f52010f2d6017b7ad968808113db10,,,2020-03-14 17:23:13.345008756,1,Destroy Token,dianxiang_sun,True
DX_908.0,ETH,0x30f99c0bf62d43901703d1d3476364d35aa1d647,,,2020-03-15 03:36:52.959719790,1,Transaction Limitation,dianxiang_sun,True
DX_1087.0,ETH,0xb91fb70b4aedbfbe3ccb114c5861f7d2c50a497c,,,2020-03-16 00:04:12.189141856,1,Transaction Limitation,dianxiang_sun,True
Compound Wrapped BTC (cWBTC),ETH,,,,2020-03-17 00:00:00.000000000,0,,tm_rugpull,
DX_2296.0,ETH,0x53018f93f9240cf7e01301cdc4b3e45d25481f73,,,2020-03-17 06:45:11.033274956,1,Transaction Limitation,dianxiang_sun,True
DX_535.0,ETH,0x1d016296bab33cb1012df3e3c5c409c34f27873a,,,2020-03-17 16:58:50.647985989,1,Transaction Limitation,dianxiang_sun,True
DX_1015.0,ETH,0x5b3e23724d2b42774ad891ec1863d17eccf339c4,,,2020-03-18 23:39:49.492119089,1,Transaction Limitation,dianxiang_sun,True
DX_317.0,ETH,0x2467aa6b5a2351416fd4c3def8462d841feeecec,,,2020-03-20 06:20:48.336252189,1,Transaction Limitation,dianxiang_sun,True
DX_743.0,ETH,0x4128abe03cb7a2c6078f6283e8e560723ea08a94,,,2020-03-20 06:20:48.336252189,1,Transaction Limitation,dianxiang_sun,True
DX_2162.0,ETH,0x4ba0d338a7c41cc12778e0a2fa6df2361e8d8465,,,2020-03-20 16:34:27.950963222,1,Transaction Limitation,dianxiang_sun,True
DX_2166.0,ETH,0x50abfc76b637b70571c301071f7ce660c1c3d847,,,2020-03-21 13:01:47.180385289,1,Transaction Limitation,dianxiang_sun,True
DX_1649.0,ETH,0x34173aa873f754169e269d5ec3526573c1433200,,,2020-03-21 23:15:26.795096322,1,Transaction Limitation,dianxiang_sun,True
DX_644.0,ETH,0x9d6970d9e774347ee0755a310555ded2af415c44,,,2020-03-24 02:23:44.868651488,1,Transaction Limitation,dianxiang_sun,True
DX_870.0,ETH,0x520ad62c62fa93799b68c9095e3402dab4236847,,,2020-03-25 19:18:23.327495621,1,Transaction Limitation,dianxiang_sun,True
DX_58.0,ETH,0xd8ff89ab224f92403564073967aa2a5d1dcc9266,,,2020-03-25 19:18:23.327495621,1,Fee,dianxiang_sun,True
DX_2045.0,ETH,0x03ed890912679a0796c759e0224f32e1a3b2f0b7,,,2020-03-26 15:45:42.556917688,1,Transaction Limitation,dianxiang_sun,True
DX_1187.0,ETH,0xfdb3cc1d48fae169b87f6891bf996a611ca5c9c4,,,2020-03-27 01:59:22.171628721,1,Transaction Limitation,dianxiang_sun,True
DX_1466.0,ETH,0xe6a739e8dc3b2f81cae3f76bb7cf6ab62b127a76,,,2020-03-27 22:26:41.401050788,1,Transaction Limitation,dianxiang_sun,True
DX_1906.0,ETH,0xe566585e097db50b38bc53164eae2be0d9e6ac0d,,,2020-03-28 08:40:21.015761821,1,Transaction Limitation,dianxiang_sun,True
DX_1319.0,ETH,0x9aa17b8b79a614cf073e13d97abeaa31294777d9,,,2020-03-29 15:21:19.859894921,1,Transaction Limitation,dianxiang_sun,True
DX_1880.0,ETH,0x7cb2cef87b20c634624c764736010359fa8b61f1,,,2020-03-31 18:29:37.933450087,1,Transaction Limitation,dianxiang_sun,True
DX_2230.0,ETH,0x062e659a3c8991bc1739e72c68edb9ac7b5a8ca7,,,2020-04-01 04:43:17.548161121,1,Transaction Limitation,dianxiang_sun,True
DX_602.0,ETH,0x14ef7a1878b97183f762eab1b6119d029834012b,,,2020-04-01 04:43:17.548161121,1,Transaction Limitation,dianxiang_sun,True
DX_196.0,ETH,0x7fa2f486a6f318d20bc3978e5f5271f460cb57dd,,,2020-04-01 14:56:57.162872154,1,Fee,dianxiang_sun,True
DX_316.0,ETH,0x1354c8c1a66c2573ce9cc3e92e98d17869501a46,,,2020-04-01 14:56:57.162872154,1,Transaction Limitation,dianxiang_sun,True
DX_1188.0,ETH,0xc6b7f07133e9a72dfe2c76c53df120f331825e9e,,,2020-04-03 07:51:35.621716287,1,Transaction Limitation,dianxiang_sun,True
DX_2040.0,ETH,0x4f13b5764fe2c25499e1dd22ad88ac7e67c17dd6,,,2020-04-04 14:32:34.465849387,1,Transaction Limitation,dianxiang_sun,True
DX_1229.0,ETH,0xfcfa06f2f6423c73205d0b0a413c69a2766e28ef,,,2020-04-04 14:32:34.465849387,1,Transaction Limitation,dianxiang_sun,True
DX_1777.0,ETH,0x5906fa068db26d433914e343d4889e3c79cbaaf3,,,2020-04-05 00:46:14.080560420,1,Transaction Limitation,dianxiang_sun,True
DX_549.0,ETH,0x066e5df247a2a08f8ca56de941a5a0698c44915a,,,2020-04-07 03:54:32.154115586,1,Transaction Limitation,dianxiang_sun,True
DX_368.0,ETH,0xc79d4c81f87c152ba604017a7b4747232ae30280,,,2020-04-08 20:49:10.612959719,1,Transaction Limitation,dianxiang_sun,True
DX_90.0,ETH,0xe509f52f2692ca38a30bac906e5060297472d134,,,2020-04-09 07:02:50.227670753,1,Fee,dianxiang_sun,True
DX_190.0,ETH,0xf2680ac4b924642163bd700a8ce88e8fe29eba94,,,2020-04-09 07:02:50.227670753,1,Fee,dianxiang_sun,True
DX_1728.0,ETH,0xf88347b7347f24f70218e9636d901fcace23178d,,,2020-04-11 10:11:08.301225919,1,Transaction Limitation,dianxiang_sun,True
DX_nan,,,,,2020-04-12 16:52:07.145359019,1,,dianxiang_sun,
DX_1861.0,ETH,0xb130a7e1a5de36a37ec68e135d04ba940681d2fa,,,2020-04-12 16:52:07.145359019,1,Transaction Limitation,dianxiang_sun,True
DX_1577.0,ETH,0xd0a928feb1af99928243279e1b600814baeb5f8e,,,2020-04-12 16:52:07.145359019,1,Transaction Limitation,dianxiang_sun,True
DX_1783.0,ETH,0xc2ede82d7430b48e853cbd07f597c24a5317593d,,,2020-04-13 03:05:46.760070052,1,Transaction Limitation,dianxiang_sun,True
DX_1323.0,ETH,0x1cdef8c8d1ac80f3eef0b33c49894bbe00c25ea1,,,2020-04-14 09:46:45.604203152,1,Transaction Limitation,dianxiang_sun,True
DX_1230.0,ETH,0x2ef62a54197e14fbced11e3a5cdfea1cc2dd0da2,,,2020-04-16 02:41:24.063047286,1,Transaction Limitation,dianxiang_sun,True
DX_513.0,ETH,0xd774e680bf391cfc75ba6d247e85c22e788b3d0d,,,2020-04-16 12:55:03.677758318,1,Transaction Limitation,dianxiang_sun,True
DX_2188.0,ETH,0xcacf9396a56e9ff1e3f6533be83a043c36ce0436,,,2020-04-16 12:55:03.677758318,1,Transaction Limitation,dianxiang_sun,True
DX_887.0,ETH,0xd3eaf13cd2bca1e0d1dc2d052312434e6b30139c,,,2020-04-16 23:08:43.292469352,1,Transaction Limitation,dianxiang_sun,True
DX_1718.0,ETH,0x7e1baa6e244f52dd86dbc2686d455ec47553d6e9,,,2020-04-16 23:08:43.292469352,1,Transaction Limitation,dianxiang_sun,True
DSLA (DSLA),ETH,,,,2020-04-17 00:00:00.000000000,0,,tm_rugpull,
DX_303.0,ETH,0x14ddda446688b73161aa1382f4e4343353af6fc8,,,2020-04-17 19:36:02.521891418,1,Transaction Limitation,dianxiang_sun,True
DX_1877.0,ETH,0xa5a5c62aaf0ea67e3bcc3499da4a95231dbb0e0c,,,2020-04-17 19:36:02.521891418,1,Transaction Limitation,dianxiang_sun,True
ba5ic.finance (BASIC),ETH,,,,2020-04-21 00:00:00.000000000,1,,tm_rugpull,
DX_683.0,ETH,0x51d43b6ae869940c61c415660a73cfe85a6a03fa,,,2020-04-21 15:38:59.054290718,1,Transaction Limitation,dianxiang_sun,True
ECOSCU (ECOSCU),ETH,,,,2020-04-22 00:00:00.000000000,1,,tm_rugpull,
DX_1789.0,ETH,0x50bd8901739f70043e7d89dc9d803bd322b3f102,,,2020-04-22 01:52:38.669001750,1,Transaction Limitation,dianxiang_sun,True
DX_268.0,ETH,0x123ab195dd38b1b40510d467a6a359b201af056f,,,2020-04-22 12:06:18.283712784,1,Token Generation,dianxiang_sun,True
DX_1758.0,ETH,0x6c58d735f665c695bf97090e062573b91c4a8b8b,,,2020-04-24 05:00:56.742556918,1,Transaction Limitation,dianxiang_sun,True
DX_1024.0,ETH,0x232df8924d82434a4ade19c6c53bc5064d92ff19,,,2020-04-25 11:41:55.586690018,1,Transaction Limitation,dianxiang_sun,True
DX_891.0,ETH,0xbe1de9c82bba374389d5ea048089f472d7035a7f,,,2020-04-26 08:09:14.816112084,1,Transaction Limitation,dianxiang_sun,True
DX_390.0,ETH,0x389f518379dc7bcae691d6750725f724b7a486a6,,,2020-04-26 18:22:54.430823116,1,Transaction Limitation,dianxiang_sun,True
DX_1824.0,ETH,0x1dc2067049d57fc92c4de1b7d5a607e3a179b300,,,2020-04-26 18:22:54.430823116,1,Transaction Limitation,dianxiang_sun,True
Cartesi Token (CTSI),ETH,,,,2020-04-27 00:00:00.000000000,0,,tm_rugpull,
DX_1724.0,ETH,0xb48b6a52734d5daf5154379eee1f0aaad8595ef6,,,2020-04-27 04:36:34.045534150,1,Transaction Limitation,dianxiang_sun,True
DX_1553.0,ETH,0xf1ff017f19b471bd8e269b4216c5a1cc2b94119a,,,2020-04-28 21:31:12.504378284,1,Transaction Limitation,dianxiang_sun,True
DX_964.0,ETH,0xdcc16284fe9c88bdf5c9dcdf051dd7e4174f97bc,,,2020-04-28 21:31:12.504378284,1,Transaction Limitation,dianxiang_sun,True
DX_226.0,BSC,0xc7e9D15A2dC34d3a9F532b325396B8bf02F44fB8,,,2020-04-29 07:44:52.119089316,1,Token Distribution,dianxiang_sun,True
DX_2311.0,ETH,0x8cc5d9de2c8df87f2d40d84aa78049ea6e61f973,,,2020-04-29 07:44:52.119089316,1,Transaction Limitation,dianxiang_sun,True
DX_1730.0,ETH,0x683a0d13fb432a7bf934f3ec9684319dfde0fe17,,,2020-04-29 17:58:31.733800350,1,Transaction Limitation,dianxiang_sun,True
DX_54.0,ETH,0x973aecf305351e5e7fd178b738f734f6644b1008,,,2020-04-30 14:25:50.963222416,1,Fee,dianxiang_sun,True
DX_1541.0,ETH,0xf58c4fc29d607949698f9b6c468632e3994dd0bf,,,2020-05-01 00:39:30.577933450,1,Transaction Limitation,dianxiang_sun,True
DX_2079.0,ETH,0x13b87fb8e6152032fd525f64f158c129a230b6ee,,,2020-05-01 00:39:30.577933450,1,Transaction Limitation,dianxiang_sun,True
DX_1603.0,ETH,0x21df3b628c2594c18c6f488d22b574f5a33e3fb4,,,2020-05-03 14:01:28.266199650,1,Transaction Limitation,dianxiang_sun,True
DX_1472.0,ETH,0xe2e8c8d7b1d4e6b95db84f8fdff7afd09a32c93e,,,2020-05-04 00:15:07.880910682,1,Transaction Limitation,dianxiang_sun,True
DX_2026.0,ETH,0x4488f24ca1d5d35878d143678560f791981211b9,,,2020-05-04 00:15:07.880910682,1,Transaction Limitation,dianxiang_sun,True
DX_886.0,ETH,0x662c973af403ee4573acdbb8219f7d42cb5796f0,,,2020-05-04 20:42:27.110332750,1,Transaction Limitation,dianxiang_sun,True
DX_1364.0,ETH,0x6fefe0934361bfc60e9ce6dd237a32a3ae246c25,,,2020-05-04 20:42:27.110332750,1,Transaction Limitation,dianxiang_sun,True
DX_1069.0,ETH,0x486fdfadfd6498d5c794c517b08d9b4886220bb3,,,2020-05-05 06:56:06.725043782,1,Transaction Limitation,dianxiang_sun,True
DX_1964.0,ETH,0xbf883e68ef04683f68573cdb2aec5f4bee5aea2d,,,2020-05-05 06:56:06.725043782,1,Transaction Limitation,dianxiang_sun,True
DX_251.0,BSC,0x04a162a8c6d7Eb922a3f7b46E59743Ea3311576d,,,2020-05-06 13:37:05.569176882,1,Token Generation,dianxiang_sun,True
DX_1831.0,ETH,0x9d2ef3375158493a553b14f130fe5ee5e98097b7,,,2020-05-07 10:04:24.798598948,1,Transaction Limitation,dianxiang_sun,True
DX_1561.0,ETH,0x73bffeb53906a1f657cdc2ffa8433f712a055f1b,,,2020-05-07 10:04:24.798598948,1,Transaction Limitation,dianxiang_sun,True
DX_1103.0,ETH,0xe3f158b9f6c35cf51d1a763037882a8e6ae661cb,,,2020-05-08 16:45:23.642732048,1,Transaction Limitation,dianxiang_sun,True
DX_2025.0,ETH,0x23164fc6f01702d0e6d632b99b8d1fffb8c93406,,,2020-05-08 16:45:23.642732048,1,Transaction Limitation,dianxiang_sun,True
DX_1557.0,ETH,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,,,2020-05-08 16:45:23.642732048,1,Transaction Limitation,dianxiang_sun,True
DX_992.0,ETH,0x17b1a60e4ef6a6d2ea02b1ce0cd67d069dc0abe9,,,2020-05-09 13:12:42.872154116,1,Transaction Limitation,dianxiang_sun,True
DX_1636.0,ETH,0xe71622ec85a5eb4aa9cd44f2da1abef54a2432a5,,,2020-05-10 19:53:41.716287214,1,Transaction Limitation,dianxiang_sun,True
DX_1140.0,ETH,0x8001455d1add0b1c41a6478b306dd1e9bced2302,,,2020-05-11 16:21:00.945709282,1,Transaction Limitation,dianxiang_sun,True
DX_831.0,ETH,0x52b6552d96b58e46b432b409f236bec3a4b74e64,,,2020-05-12 02:34:40.560420314,1,Transaction Limitation,dianxiang_sun,True
DX_2202.0,ETH,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87,,,2020-05-15 12:23:57.478108580,1,Transaction Limitation,dianxiang_sun,True
DX_484.0,ETH,0x74a17d86e7b60ba3944967dce8d0a4551719d18f,,,2020-05-16 08:51:16.707530648,1,Transaction Limitation,dianxiang_sun,True
DX_131.0,ETH,0xbdfda1a0706e241860af5f275d32db17182e3f17,,,2020-05-18 01:45:55.166374780,1,Fee,dianxiang_sun,True
DX_774.0,ETH,0x1e89ed298f830c4824b1836e69878b621d5881b0,,,2020-05-18 01:45:55.166374780,1,Transaction Limitation,dianxiang_sun,True
DX_405.0,ETH,0xfc4245a4802574a1df0bcef9c91fc34021a9c9a0,,,2020-05-18 11:59:34.781085814,1,Transaction Limitation,dianxiang_sun,True
DX_970.0,ETH,0xdbcbb35bfe4afa3451f8fdd56c04a27f95c929d3,,,2020-05-18 22:13:14.395796848,1,Transaction Limitation,dianxiang_sun,True
DX_222.0,BSC,0xfdb0fe3dd8f7e9a671f63b7e7db0935a955659ab,,,2020-05-20 04:54:13.239929946,1,Token Distribution,dianxiang_sun,True
DX_600.0,ETH,0xcb5d0da37343fb6039e67f57d31864e080f080ba,,,2020-05-20 15:07:52.854640980,1,Transaction Limitation,dianxiang_sun,True
MATH Token (MATH),ETH,,,,2020-05-21 00:00:00.000000000,0,,tm_rugpull,
DX_828.0,ETH,0xfaad8f5289d49e1861551da86757a2680fe8e382,,,2020-05-21 01:21:32.469352014,1,Transaction Limitation,dianxiang_sun,True
DX_690.0,ETH,0x820fc3a3a5693f7bf275bdbab26d0b6d583acd0b,,,2020-05-21 11:35:12.084063046,1,Transaction Limitation,dianxiang_sun,True
DX_1083.0,ETH,0x00371fb3b17a13b9591fd135026367e9d2a6c33e,,,2020-05-21 21:48:51.698774080,1,Transaction Limitation,dianxiang_sun,True
DX_922.0,ETH,0x1935a3bdda592733c77455829eae758326ef2d6b,,,2020-05-21 21:48:51.698774080,1,Transaction Limitation,dianxiang_sun,True
DX_375.0,ETH,0x57b5cc6c8f6ed481be23fa411671128ebbdb3c33,,,2020-05-21 21:48:51.698774080,1,Transaction Limitation,dianxiang_sun,True
DX_2008.0,ETH,0x6bfabf7783affad24e4a2897d5f3cbbcd26941fe,,,2020-05-22 08:02:31.313485114,1,Transaction Limitation,dianxiang_sun,True
DX_1081.0,ETH,0x681a0855ca1755df7d27bb931fb03a8f942d7425,,,2020-05-22 18:16:10.928196146,1,Transaction Limitation,dianxiang_sun,True
DX_2178.0,ETH,0x78faf034c61f4158a4a12bfa372187a21405ae33,,,2020-05-23 14:43:30.157618214,1,Transaction Limitation,dianxiang_sun,True
DX_1596.0,ETH,0x28edc81ceeb58bce7586833d9cef5b59afddf0b1,,,2020-05-24 00:57:09.772329246,1,Transaction Limitation,dianxiang_sun,True
KEEP Token (KEEP),ETH,,,,2020-05-25 00:00:00.000000000,0,,tm_rugpull,
DX_599.0,ETH,0xa3ff707e095f754907b62ef681cc952366620b98,,,2020-05-25 07:38:08.616462346,1,Transaction Limitation,dianxiang_sun,True
DX_1703.0,ETH,0x842f85bf6f5ababee18870741b4334985d610192,,,2020-05-25 17:51:48.231173380,1,Transaction Limitation,dianxiang_sun,True
DX_245.0,BSC,0x9AF81028b3AF6BFAab171479B91cAF010eAAA94F,,,2020-05-26 04:05:27.845884412,1,Token Generation,dianxiang_sun,True
DX_244.0,BSC,0x7CDAEa9e82A59EcF95bB92D4C533c76F3c762999,,,2020-05-27 00:32:47.075306480,1,Token Generation,dianxiang_sun,True
DX_2214.0,ETH,0x377f64e05c29309c8527022dbe5fbbfa8e40f6dd,,,2020-05-27 10:46:26.690017512,1,Transaction Limitation,dianxiang_sun,True
DX_1010.0,ETH,0xb93c7f7ae99799b95aabd702251d37d0ae42d5ec,,,2020-05-27 21:00:06.304728546,1,Transaction Limitation,dianxiang_sun,True
DX_2131.0,ETH,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1,,,2020-05-28 07:13:45.919439580,1,Transaction Limitation,dianxiang_sun,True
DX_1580.0,ETH,0x7fe4b973265c296b18f04146c6ecf973b6f7ac7d,,,2020-05-29 13:54:44.763572678,1,Transaction Limitation,dianxiang_sun,True
DX_1066.0,ETH,0x80317a0a72b5ba7fa9ea5c40b181714744b8793c,,,2020-05-30 10:22:03.992994746,1,Transaction Limitation,dianxiang_sun,True
DX_184.0,ETH,0xd0a13c9cc7340ba11d1bfdf616d3b975f1f7f025,,,2020-05-30 20:35:43.607705778,1,Fee,dianxiang_sun,True
DX_1671.0,ETH,0x93030c19ad59e4f77d47f5d5fe2e68cddd14aeff,,,2020-06-02 20:11:20.910683012,1,Transaction Limitation,dianxiang_sun,True
DX_1348.0,ETH,0x9352d363c9f81dcf9f4e06ddf6c4f73402fb35ea,,,2020-06-04 02:52:19.754816112,1,Transaction Limitation,dianxiang_sun,True
DX_748.0,ETH,0x7045ee46ab12a2069a99747903fc6459e3bc0022,,,2020-06-05 09:33:18.598949212,1,Transaction Limitation,dianxiang_sun,True
DX_51.0,ETH,0x455c31c92810770bcdaeec9287e45b7979aa1e60,,,2020-06-05 19:46:58.213660244,1,Fee,dianxiang_sun,True
DX_679.0,ETH,0x4c464b60106b1eec3d2838fb40ada259d0bb35aa,,,2020-06-05 19:46:58.213660244,1,Transaction Limitation,dianxiang_sun,True
DX_1633.0,ETH,0x0e7a3edeace94903fc7d55f830265299691e2fcb,,,2020-06-07 02:27:57.057793344,1,Transaction Limitation,dianxiang_sun,True
DX_1825.0,ETH,0x8708f15c89bf3785002a853fc4e2ebf60473a06d,,,2020-06-07 12:41:36.672504378,1,Transaction Limitation,dianxiang_sun,True
DX_1099.0,ETH,0x705bfcaf57ac0aa6167417d58dd3f9dca90d294b,,,2020-06-07 12:41:36.672504378,1,Transaction Limitation,dianxiang_sun,True
DX_1349.0,ETH,0x975a14532d37b2f0a1be67f1425da646e06587e2,,,2020-06-09 15:49:54.746059544,1,Transaction Limitation,dianxiang_sun,True
DX_2012.0,ETH,0x1c340cfd0ed2b4e8672aa773676888dde24e6cd7,,,2020-06-09 15:49:54.746059544,1,Transaction Limitation,dianxiang_sun,True
DX_1161.0,ETH,0x63793123299cb3f1725aa1e8a2feb7b26c79934b,,,2020-06-10 02:03:34.360770578,1,Transaction Limitation,dianxiang_sun,True
DX_957.0,ETH,0x2e2329403e6e85bd2dd1a00f9cb165056eab8507,,,2020-06-10 12:17:13.975481610,1,Transaction Limitation,dianxiang_sun,True
DX_2130.0,ETH,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,,,2020-06-10 22:30:53.590192644,1,Transaction Limitation,dianxiang_sun,True
DX_1782.0,ETH,0xac2508a7dd36a8475641d1b4e116e5154b0f3ad8,,,2020-06-10 22:30:53.590192644,1,Transaction Limitation,dianxiang_sun,True
CACHE Gold (CGT),ETH,,,,2020-06-11 00:00:00.000000000,0,,tm_rugpull,
DX_707.0,ETH,0x0f0bbb887fc515254fad23dcee146c3e452c9333,,,2020-06-11 08:44:33.204903678,1,Transaction Limitation,dianxiang_sun,True
DX_557.0,ETH,0x47787f821b1b83e5aa1f58b1221dd46b60e6283d,,,2020-06-11 18:58:12.819614710,1,Transaction Limitation,dianxiang_sun,True
DX_647.0,ETH,0x4ddd9cf6bc4b77bb30b9a5f5483ed695b04a34bf,,,2020-06-12 05:11:52.434325744,1,Transaction Limitation,dianxiang_sun,True
DX_1143.0,ETH,0xd5de7626bab5bec2798444c27f7a3acc8937983a,,,2020-06-12 05:11:52.434325744,1,Transaction Limitation,dianxiang_sun,True
DX_2116.0,ETH,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,,,2020-06-12 15:25:32.049036776,1,Transaction Limitation,dianxiang_sun,True
DX_1237.0,ETH,0x79dd7006f1811cf8ebabcf9d108c079581a05155,,,2020-06-13 01:39:11.663747810,1,Transaction Limitation,dianxiang_sun,True
DX_2288.0,ETH,0x159d2829613b0fe363e462b218c695c6eae0a5e1,,,2020-06-15 15:01:09.352014010,1,Transaction Limitation,dianxiang_sun,True
DX_2325.0,ETH,0xa0f9e5283fbf6d735e1e3a0f724ea6cccc13c27a,,,2020-06-16 01:14:48.966725044,1,Transaction Limitation,dianxiang_sun,True
DX_1108.0,ETH,0x45178d7217d5308121702646e27443c808ed3bbf,,,2020-06-17 07:55:47.810858144,1,Transaction Limitation,dianxiang_sun,True
DX_1696.0,ETH,0x2b094db2efd1055225a675e74330f668fd888976,,,2020-06-17 18:09:27.425569176,1,Transaction Limitation,dianxiang_sun,True
DX_741.0,ETH,0xd2a33f334beab6e4c2854becb4585dc7b2da57e8,,,2020-06-17 18:09:27.425569176,1,Transaction Limitation,dianxiang_sun,True
DX_905.0,ETH,0x9f86f40999522ca55df01b2f3bce93615846c47a,,,2020-06-18 04:23:07.040280210,1,Transaction Limitation,dianxiang_sun,True
Compound (COMP),ETH,,,,2020-06-19 00:00:00.000000000,0,,tm_rugpull,
